Name,Year,Popularity,Name,Year,Popularity,diff
Jacob,1980,78,Jacob,2009,2,-76
Luis,1980,181,Luis,2009,105,-76
Natalie,1980,133,Natalie,2009,58,-75
Camille,1980,650,Camille,2009,575,-75
Fernando,1980,404,Fernando,2009,330,-74
Sergio,1980,505,Sergio,2009,431,-74
Omar,1980,357,Omar,2009,284,-73
Zachary,1980,146,Zachary,2009,74,-72
Felix,1980,763,Felix,2009,692,-71
Samantha,1980,123,Samantha,2009,53,-70
Julianne,1980,1233,Julianne,2009,1163,-70
Leah,1980,168,Leah,2009,99,-69
Samuel,1980,100,Samuel,2009,32,-68
Taryn,1980,1127,Taryn,2009,1059,-68
Tariq,1980,3180,Tariq,2009,3114,-66
Karina,1980,662,Karina,2009,598,-64
Estella,1980,2119,Estella,2009,2056,-63
Yechiel,1980,3826,Yechiel,2009,3765,-61
Jeremiah,1980,153,Jeremiah,2009,94,-59
Julia,1980,199,Julia,2009,142,-57
Nathaniel,1980,175,Nathaniel,2009,119,-56
Brendan,1980,456,Brendan,2009,400,-56
Tyson,1980,510,Tyson,2009,454,-56
Brooks,1980,1055,Brooks,2009,1000,-55
Kenyon,1980,2058,Kenyon,2009,2003,-55
Quentin,1980,818,Quentin,2009,764,-54
Emily,1980,73,Emily,2009,20,-53
Trevor,1980,325,Trevor,2009,272,-53
Shaindy,1980,3469,Shaindy,2009,3417,-52
Quinton,1980,1122,Quinton,2009,1072,-50
Deshawn,1980,1497,Deshawn,2009,1447,-50
Garrett,1980,387,Garrett,2009,339,-48
Chana,1980,1454,Chana,2009,1406,-48
Vance,1980,1678,Vance,2009,1630,-48
Ellis,1980,1407,Ellis,2009,1360,-47
Keon,1980,1933,Keon,2009,1886,-47
Molly,1980,257,Molly,2009,211,-46
Xochitl,1980,2413,Xochitl,2009,2367,-46
Javier,1980,389,Javier,2009,347,-42
Kenji,1980,2656,Kenji,2009,2614,-42
Aracely,1980,1558,Aracely,2009,1517,-41
Amalia,1980,1924,Amalia,2009,1884,-40
Nechama,1980,2749,Nechama,2009,2709,-40
Cody,1980,284,Cody,2009,245,-39
Selma,1980,4213,Selma,2009,4174,-39
Darrius,1980,2412,Darrius,2009,2376,-36
Devora,1980,3814,Devora,2009,3778,-36
Edwin,1980,392,Edwin,2009,357,-35
Shanice,1980,5241,Shanice,2009,5206,-35
Damien,1980,380,Damien,2009,348,-32
Carlos,1980,154,Carlos,2009,123,-31
Brock,1980,636,Brock,2009,605,-31
Kate,1980,383,Kate,2009,354,-29
Nathan,1980,62,Nathan,2009,34,-28
Noelia,1980,2111,Noelia,2009,2083,-28
Allison,1980,126,Allison,2009,100,-26
Tori,1980,1050,Tori,2009,1024,-26
Marco,1980,488,Marco,2009,463,-25
Benjamin,1980,52,Benjamin,2009,28,-24
Lorenzo,1980,707,Lorenzo,2009,683,-24
Elia,1980,2441,Elia,2009,2417,-24
Noelani,1980,3612,Noelani,2009,3588,-24
Anna,1980,121,Anna,2009,98,-23
Anthony,1980,37,Anthony,2009,15,-22
Yehoshua,1980,3638,Yehoshua,2009,3618,-20
Jose,1980,80,Jose,2009,61,-19
Esther,1980,558,Esther,2009,542,-16
Eliezer,1980,2026,Eliezer,2009,2010,-16
Amar,1980,3004,Amar,2009,2988,-16
Elisheva,1980,3895,Elisheva,2009,3879,-16
Tye,1980,2828,Tye,2009,2813,-15
Vincent,1980,226,Vincent,2009,212,-14
Brea,1980,2404,Brea,2009,2391,-13
William,1980,18,William,2009,7,-11
Noelle,1980,841,Noelle,2009,830,-11
Dov,1980,3137,Dov,2009,3126,-11
Akiva,1980,3471,Akiva,2009,3460,-11
Isreal,1980,3518,Isreal,2009,3507,-11
Victor,1980,217,Victor,2009,208,-9
Dallas,1980,610,Dallas,2009,602,-8
Juan,1980,109,Juan,2009,102,-7
Shea,1980,1461,Shea,2009,1454,-7
Daniel,1980,15,Daniel,2009,10,-5
Mercedes,1980,1191,Mercedes,2009,1186,-5
Andrew,1980,27,Andrew,2009,24,-3
Zachariah,1980,896,Zachariah,2009,893,-3
Dexter,1980,1149,Dexter,2009,1146,-3
Britney,1980,1385,Britney,2009,1382,-3
Ashley,1980,83,Ashley,2009,81,-2
Gerardo,1980,665,Gerardo,2009,663,-2
Alysa,1980,3192,Alysa,2009,3190,-2
Nathanael,1980,975,Nathanael,2009,974,-1
Joshua,1980,8,Joshua,2009,9,1
Brandon,1980,50,Brandon,2009,52,2
Jorge,1980,283,Jorge,2009,286,3
Michael,1980,1,Michael,2009,5,4
Lena,1980,794,Lena,2009,800,6
Wilson,1980,1132,Wilson,2009,1138,6
Ryan,1980,20,Ryan,2009,27,7
Joseph,1980,14,Joseph,2009,23,9
Matthew,1980,7,Matthew,2009,17,10
Christopher,1980,3,Christopher,2009,14,11
Jonathan,1980,31,Jonathan,2009,42,11
Ana,1980,378,Ana,2009,389,11
David,1980,5,David,2009,19,14
Domenic,1980,2332,Domenic,2009,2346,14
Paolo,1980,3033,Paolo,2009,3047,14
Elizabeth,1980,28,Elizabeth,2009,43,15
Jillian,1980,330,Jillian,2009,345,15
Jayson,1980,685,Jayson,2009,700,15
Hassan,1980,1671,Hassan,2009,1687,16
Fabiana,1980,4824,Fabiana,2009,4840,16
Guadalupe,1980,532,Guadalupe,2009,549,17
Emilie,1980,1328,Emilie,2009,1347,19
James,1980,6,James,2009,26,20
Aaron,1980,55,Aaron,2009,76,21
Abby,1980,509,Abby,2009,530,21
Francisco,1980,313,Francisco,2009,335,22
Hector,1980,359,Hector,2009,381,22
Johnathan,1980,363,Johnathan,2009,385,22
June,1980,1238,June,2009,1260,22
Vera,1980,1610,Vera,2009,1632,22
Nicholas,1980,22,Nicholas,2009,45,23
Marielle,1980,3687,Marielle,2009,3710,23
John,1980,10,John,2009,35,25
Brooke,1980,122,Brooke,2009,148,26
Kevin,1980,34,Kevin,2009,62,28
Marissa,1980,365,Marissa,2009,394,29
Desmond,1980,751,Desmond,2009,781,30
Antonio,1980,152,Antonio,2009,183,31
Alan,1980,229,Alan,2009,261,32
Angeline,1980,1512,Angeline,2009,1544,32
Julio,1980,579,Julio,2009,612,33
Miriam,1980,577,Miriam,2009,611,34
Will,1980,1161,Will,2009,1196,35
Elsa,1980,1231,Elsa,2009,1266,35
Flynn,1980,5724,Flynn,2009,5760,36
Sam,1980,942,Sam,2009,979,37
Franchesca,1980,3444,Franchesca,2009,3483,39
Lauren,1980,88,Lauren,2009,129,41
Keenan,1980,1562,Keenan,2009,1603,41
Winter,1980,1806,Winter,2009,1849,43
Keely,1980,1604,Keely,2009,1648,44
Jerimiah,1980,2153,Jerimiah,2009,2197,44
Lana,1980,817,Lana,2009,862,45
Thomas,1980,38,Thomas,2009,84,46
Enrique,1980,576,Enrique,2009,622,46
Antony,1980,2149,Antony,2009,2195,46
Justin,1980,17,Justin,2009,64,47
Charles,1980,46,Charles,2009,93,47
Nelly,1980,2107,Nelly,2009,2155,48
Kahlil,1980,3252,Kahlil,2009,3300,48
Noe,1980,1076,Noe,2009,1125,49
Keyanna,1980,4789,Keyanna,2009,4839,50
Dean,1980,566,Dean,2009,617,51
Yusef,1980,3705,Yusef,2009,3756,51
Seth,1980,200,Seth,2009,253,53
Calvin,1980,382,Calvin,2009,436,54
Sholom,1980,4320,Sholom,2009,4378,58
Bryan,1980,87,Bryan,2009,146,59
Zachery,1980,1289,Zachery,2009,1348,59
Cortez,1980,1837,Cortez,2009,1896,59
Summer,1980,314,Summer,2009,375,61
Ricardo,1980,248,Ricardo,2009,310,62
Quran,1980,4807,Quran,2009,4869,62
Sarah,1980,19,Sarah,2009,82,63
Moses,1980,986,Moses,2009,1050,64
Bryn,1980,2641,Bryn,2009,2705,64
Pedro,1980,467,Pedro,2009,532,65
Mariela,1980,1666,Mariela,2009,1732,66
Kyle,1980,102,Kyle,2009,169,67
Mireya,1980,1718,Mireya,2009,1785,67
Robert,1980,11,Robert,2009,80,69
Vanessa,1980,138,Vanessa,2009,209,71
Joel,1980,135,Joel,2009,207,72
Devon,1980,453,Devon,2009,525,72
Kamilah,1980,2174,Kamilah,2009,2246,72
Manuel,1980,291,Manuel,2009,364,73
Rafael,1980,430,Rafael,2009,505,75
Katherine,1980,82,Katherine,2009,158,76
Sean,1980,86,Sean,2009,162,76
Marcus,1980,144,Marcus,2009,221,77
Devorah,1980,3047,Devorah,2009,3125,78
Batsheva,1980,4294,Batsheva,2009,4375,81
Rosalee,1980,4661,Rosalee,2009,4742,81
Adam,1980,32,Adam,2009,114,82
Yasmeen,1980,3020,Yasmeen,2009,3105,85
Monroe,1980,4430,Monroe,2009,4515,85
Abbie,1980,1291,Abbie,2009,1377,86
Melanie,1980,127,Melanie,2009,214,87
Maria,1980,84,Maria,2009,172,88
Waylon,1980,893,Waylon,2009,983,90
Jason,1980,4,Jason,2009,96,92
Melody,1980,384,Melody,2009,476,92
Leeanna,1980,3944,Leeanna,2009,4036,92
Malcolm,1980,1160,Malcolm,2009,1254,94
Anette,1980,4228,Anette,2009,4323,95
Brandt,1980,2881,Brandt,2009,2977,96
Serena,1980,674,Serena,2009,771,97
Raylene,1980,3929,Raylene,2009,4027,98
Lilia,1980,1546,Lilia,2009,1647,101
Alyson,1980,803,Alyson,2009,905,102
Karim,1980,2363,Karim,2009,2468,105
Hindy,1980,4108,Hindy,2009,4215,107
Rory,1980,974,Rory,2009,1082,108
Karla,1980,483,Karla,2009,592,109
Andrea,1980,66,Andrea,2009,176,110
Jesse,1980,77,Jesse,2009,193,116
Yahaira,1980,2281,Yahaira,2009,2402,121
Reina,1980,1600,Reina,2009,1722,122
Theodore,1980,420,Theodore,2009,544,124
Deangelo,1980,1649,Deangelo,2009,1773,124
Dixie,1980,1531,Dixie,2009,1659,128
Eric,1980,21,Eric,2009,153,132
Wesley,1980,190,Wesley,2009,322,132
Diana,1980,235,Diana,2009,367,132
Karissa,1980,1393,Karissa,2009,1526,133
Kimberly,1980,33,Kimberly,2009,167,134
Leona,1980,1633,Leona,2009,1767,134
Brian,1980,16,Brian,2009,152,136
Marina,1980,991,Marina,2009,1129,138
Valerie,1980,169,Valerie,2009,308,139
Clayton,1980,396,Clayton,2009,536,140
Carmine,1980,2291,Carmine,2009,2432,141
Steven,1980,43,Steven,2009,185,142
Conrad,1980,1468,Conrad,2009,1612,144
Magaly,1980,2974,Magaly,2009,3118,144
Rachel,1980,59,Rachel,2009,205,146
Miranda,1980,245,Miranda,2009,391,146
Damion,1980,1248,Damion,2009,1394,146
Lina,1980,1547,Lina,2009,1693,146
Queen,1980,4843,Queen,2009,4990,147
Neftali,1980,3713,Neftali,2009,3862,149
Andre,1980,272,Andre,2009,424,152
Edward,1980,93,Edward,2009,246,153
Armando,1980,455,Armando,2009,608,153
Dominique,1980,929,Dominique,2009,1086,157
Aron,1980,1198,Aron,2009,1355,157
Kainoa,1980,3583,Kainoa,2009,3742,159
Gentry,1980,4142,Gentry,2009,4301,159
Timothy,1980,29,Timothy,2009,190,161
Patrick,1980,67,Patrick,2009,229,162
Mario,1980,206,Mario,2009,368,162
Richard,1980,39,Richard,2009,203,164
Bryant,1980,687,Bryant,2009,851,164
Megan,1980,72,Megan,2009,239,167
Mollie,1980,1119,Mollie,2009,1286,167
Mara,1980,1209,Mara,2009,1379,170
Mary,1980,60,Mary,2009,231,171
Jane,1980,581,Jane,2009,753,172
Celeste,1980,718,Celeste,2009,890,172
Geraldine,1980,1989,Geraldine,2009,2161,172
Edson,1980,4269,Edson,2009,4441,172
Vince,1980,2696,Vince,2009,2869,173
Jessica,1980,12,Jessica,2009,187,175
Noel,1980,713,Noel,2009,889,176
Guillermo,1980,889,Guillermo,2009,1065,176
Andreas,1980,2218,Andreas,2009,2394,176
Josemanuel,1980,4717,Josemanuel,2009,4894,177
Sara,1980,63,Sara,2009,242,179
Blaine,1980,1174,Blaine,2009,1356,182
Tiana,1980,921,Tiana,2009,1104,183
Margaret,1980,212,Margaret,2009,398,186
Kendra,1980,301,Kendra,2009,488,187
George,1980,113,George,2009,301,188
Roberto,1980,294,Roberto,2009,482,188
Angie,1980,471,Angie,2009,660,189
Shane,1980,139,Shane,2009,329,190
Broderick,1980,1598,Broderick,2009,1788,190
Martin,1980,256,Martin,2009,448,192
Van,1980,1482,Van,2009,1674,192
Vaughn,1980,1551,Vaughn,2009,1743,192
Gittel,1980,4107,Gittel,2009,4299,192
Amethyst,1980,5365,Amethyst,2009,5559,194
Duke,1980,4052,Duke,2009,4247,195
Jacqueline,1980,162,Jacqueline,2009,359,197
Regan,1980,1137,Regan,2009,1335,198
Arturo,1980,589,Arturo,2009,789,200
Nigel,1980,1599,Nigel,2009,1801,202
Rochel,1980,2850,Rochel,2009,3053,203
Tyree,1980,1554,Tyree,2009,1758,204
Michelle,1980,30,Michelle,2009,237,207
Kenneth,1980,70,Kenneth,2009,278,208
Winston,1980,1508,Winston,2009,1717,209
Oswaldo,1980,2178,Oswaldo,2009,2387,209
Hattie,1980,2983,Hattie,2009,3192,209
Eddy,1980,2057,Eddy,2009,2267,210
Damaris,1980,1414,Damaris,2009,1626,212
Ruben,1980,349,Ruben,2009,562,213
Noemi,1980,1054,Noemi,2009,1268,214
Stephanie,1980,36,Stephanie,2009,254,218
Katie,1980,98,Katie,2009,317,219
Derek,1980,90,Derek,2009,311,221
Deonna,1980,3915,Deonna,2009,4137,222
Catherine,1980,156,Catherine,2009,379,223
Salvador,1980,654,Salvador,2009,877,223
Jeremy,1980,24,Jeremy,2009,252,228
Mark,1980,51,Mark,2009,279,228
Sabrina,1980,222,Sabrina,2009,455,233
Brice,1980,1405,Brice,2009,1638,233
Leslie,1980,116,Leslie,2009,350,234
Simeon,1980,2036,Simeon,2009,2270,234
Orlando,1980,611,Orlando,2009,846,235
Paul,1980,58,Paul,2009,294,236
Cecily,1980,2967,Cecily,2009,3204,237
Lucky,1980,4566,Lucky,2009,4803,237
Cedar,1980,5541,Cedar,2009,5778,237
Rose,1980,447,Rose,2009,685,238
Princess,1980,1395,Princess,2009,1633,238
Cristobal,1980,1985,Cristobal,2009,2223,238
Raul,1980,399,Raul,2009,638,239
Nicole,1980,25,Nicole,2009,265,240
Marisol,1980,652,Marisol,2009,892,240
Rebeca,1980,1452,Rebeca,2009,1692,240
Esperanza,1980,1520,Esperanza,2009,1760,240
Kara,1980,244,Kara,2009,485,241
Angelica,1980,354,Angelica,2009,595,241
Helen,1980,514,Helen,2009,755,241
Autum,1980,4586,Autum,2009,4827,241
Precious,1980,1173,Precious,2009,1415,242
Troy,1980,215,Troy,2009,459,244
Jennifer,1980,2,Jennifer,2009,248,246
Tomas,1980,953,Tomas,2009,1199,246
Rebecca,1980,45,Rebecca,2009,293,248
Peter,1980,101,Peter,2009,349,248
Carmen,1980,345,Carmen,2009,593,248
Chris,1980,481,Chris,2009,729,248
Annie,1980,490,Annie,2009,740,250
Ammon,1980,3009,Ammon,2009,3263,254
Celia,1980,1153,Celia,2009,1409,256
Raven,1980,886,Raven,2009,1143,257
Pearl,1980,1556,Pearl,2009,1814,258
Rayleen,1980,4658,Rayleen,2009,4916,258
Travis,1980,65,Travis,2009,325,260
Eben,1980,3591,Eben,2009,3851,260
Amy,1980,26,Amy,2009,291,265
Vicente,1980,1176,Vicente,2009,1442,266
Alison,1980,205,Alison,2009,473,268
Bradley,1980,91,Bradley,2009,360,269
Quincy,1980,757,Quincy,2009,1026,269
Johnny,1980,233,Johnny,2009,509,276
Khalid,1980,2377,Khalid,2009,2654,277
Alberto,1980,524,Alberto,2009,803,279
Angela,1980,35,Angela,2009,316,281
Jared,1980,117,Jared,2009,399,282
Joanna,1980,319,Joanna,2009,601,282
Rashad,1980,1006,Rashad,2009,1288,282
Nickolas,1980,637,Nickolas,2009,921,284
Eryn,1980,2681,Eryn,2009,2965,284
Leanna,1980,1065,Leanna,2009,1350,285
Ruth,1980,408,Ruth,2009,694,286
Raymond,1980,134,Raymond,2009,422,288
Marshall,1980,555,Marshall,2009,845,290
Carina,1980,1296,Carina,2009,1586,290
Analisa,1980,2811,Analisa,2009,3101,290
Hakeem,1980,3812,Hakeem,2009,4102,290
Nina,1980,292,Nina,2009,583,291
Maritza,1980,961,Maritza,2009,1253,292
Clark,1980,1212,Clark,2009,1505,293
Melissa,1980,13,Melissa,2009,307,294
Clarissa,1980,867,Clarissa,2009,1161,294
Magdalena,1980,1455,Magdalena,2009,1750,295
Joseluis,1980,2694,Joseluis,2009,2990,296
Danielle,1980,75,Danielle,2009,373,298
Marquis,1980,1004,Marquis,2009,1302,298
Gwendolyn,1980,789,Gwendolyn,2009,1090,301
Stephen,1980,69,Stephen,2009,371,302
Kendrick,1980,807,Kendrick,2009,1110,303
Ashlee,1980,866,Ashlee,2009,1169,303
Agustin,1980,1440,Agustin,2009,1744,304
Harlan,1980,2454,Harlan,2009,2760,306
Ernesto,1980,670,Ernesto,2009,977,307
Lacey,1980,521,Lacey,2009,832,311
Gillian,1980,1505,Gillian,2009,1816,311
Mariano,1980,2163,Mariano,2009,2474,311
Shamus,1980,5114,Shamus,2009,5425,311
Shawn,1980,81,Shawn,2009,393,312
Violeta,1980,1687,Violeta,2009,1999,312
Maren,1980,1618,Maren,2009,1933,315
Alvaro,1980,1346,Alvaro,2009,1662,316
Erik,1980,124,Erik,2009,441,317
Alfredo,1980,574,Alfredo,2009,891,317
Lyndon,1980,3257,Lyndon,2009,3576,319
Dontae,1980,2166,Dontae,2009,2490,324
Estevan,1980,1911,Estevan,2009,2236,325
Emil,1980,2329,Emil,2009,2655,326
Yessica,1980,2958,Yessica,2009,3288,330
Jacobo,1980,3127,Jacobo,2009,3457,330
Kelvin,1980,676,Kelvin,2009,1009,333
Alicia,1980,106,Alicia,2009,440,334
Felipe,1980,875,Felipe,2009,1212,337
Amber,1980,57,Amber,2009,395,338
Byron,1980,480,Byron,2009,818,338
Yesenia,1980,771,Yesenia,2009,1109,338
Mohamad,1980,3532,Mohamad,2009,3871,339
Kathryn,1980,108,Kathryn,2009,450,342
Allegra,1980,3106,Allegra,2009,3449,343
Gitty,1980,2595,Gitty,2009,2939,344
Johnson,1980,3089,Johnson,2009,3433,344
Benedict,1980,3574,Benedict,2009,3920,346
Elie,1980,4707,Elie,2009,5055,348
Erin,1980,53,Erin,2009,404,351
Naftali,1980,3306,Naftali,2009,3657,351
Anela,1980,4145,Anela,2009,4498,353
Amanda,1980,9,Amanda,2009,363,354
Luisa,1980,1688,Luisa,2009,2042,354
Blima,1980,4106,Blima,2009,4460,354
Chanel,1980,1101,Chanel,2009,1456,355
Karen,1980,119,Karen,2009,477,358
Roxana,1980,1680,Roxana,2009,2038,358
Patricio,1980,2504,Patricio,2009,2862,358
Bo,1980,1251,Bo,2009,1610,359
Asha,1980,1992,Asha,2009,2351,359
Johana,1980,1619,Johana,2009,1980,361
Alissa,1980,501,Alissa,2009,863,362
Britton,1980,2531,Britton,2009,2893,362
Kentrell,1980,2845,Kentrell,2009,3208,363
Dario,1980,1588,Dario,2009,1952,364
Jeffrey,1980,40,Jeffrey,2009,405,365
Branden,1980,898,Branden,2009,1265,367
Alonzo,1980,922,Alonzo,2009,1289,367
Johanna,1980,542,Johanna,2009,911,369
Ragan,1980,5512,Ragan,2009,5881,369
Ingrid,1980,1118,Ingrid,2009,1488,370
Marilyn,1980,725,Marilyn,2009,1096,371
Allen,1980,258,Allen,2009,630,372
Lupita,1980,2227,Lupita,2009,2605,378
Deshaun,1980,2141,Deshaun,2009,2521,380
Yessenia,1980,2443,Yessenia,2009,2823,380
Ulysses,1980,1836,Ulysses,2009,2219,383
Cassandra,1980,268,Cassandra,2009,655,387
Anson,1980,2143,Anson,2009,2530,387
Mitchell,1980,347,Mitchell,2009,736,389
Warren,1980,569,Warren,2009,959,390
Beatrice,1980,1107,Beatrice,2009,1498,391
Casey,1980,111,Casey,2009,504,393
Danny,1980,253,Danny,2009,647,394
Rebekah,1980,318,Rebekah,2009,713,395
Mathew,1980,381,Mathew,2009,776,395
Mauro,1980,2463,Mauro,2009,2860,397
Beau,1980,419,Beau,2009,817,398
Elisabeth,1980,602,Elisabeth,2009,1001,399
Ashanti,1980,1350,Ashanti,2009,1752,402
Gema,1980,3924,Gema,2009,4327,403
Tierra,1980,3495,Tierra,2009,3903,408
Kenya,1980,723,Kenya,2009,1132,409
Kenton,1980,2062,Kenton,2009,2471,409
Gregory,1980,71,Gregory,2009,481,410
Louis,1980,309,Louis,2009,720,411
Leon,1980,531,Leon,2009,943,412
Darleen,1980,5557,Darleen,2009,5970,413
Allan,1980,749,Allan,2009,1166,417
Shira,1980,1903,Shira,2009,2320,417
Blythe,1980,3553,Blythe,2009,3971,418
Frank,1980,165,Frank,2009,584,419
Freddy,1980,1253,Freddy,2009,1673,420
Janelle,1980,367,Janelle,2009,790,423
Ramon,1980,443,Ramon,2009,866,423
Christina,1980,42,Christina,2009,467,425
Johnathon,1980,900,Johnathon,2009,1325,425
Laura,1980,56,Laura,2009,483,427
Marvin,1980,413,Marvin,2009,840,427
Danilo,1980,3417,Danilo,2009,3846,429
Heidi,1980,159,Heidi,2009,589,430
Bethany,1980,241,Bethany,2009,671,430
Veronica,1980,140,Veronica,2009,574,434
Adela,1980,2172,Adela,2009,2606,434
Elmer,1980,1525,Elmer,2009,1962,437
Mabel,1980,2341,Mabel,2009,2779,438
Farrah,1980,1564,Farrah,2009,2005,441
German,1980,1658,German,2009,2099,441
Rivkah,1980,4111,Rivkah,2009,4553,442
Derrick,1980,151,Derrick,2009,596,445
Yadira,1980,1086,Yadira,2009,1532,446
Marcel,1980,1492,Marcel,2009,1938,446
Araceli,1980,928,Araceli,2009,1376,448
Nelson,1980,645,Nelson,2009,1094,449
Aundre,1980,4956,Aundre,2009,5406,450
Jamie,1980,48,Jamie,2009,500,452
Leana,1980,3069,Leana,2009,3521,452
Ivey,1980,3850,Ivey,2009,4302,452
Priscilla,1980,358,Priscilla,2009,812,454
Jeronimo,1980,3990,Jeronimo,2009,4444,454
Margot,1980,2301,Margot,2009,2756,455
Sabina,1980,2367,Sabina,2009,2824,457
Abbey,1980,1156,Abbey,2009,1614,458
Eliseo,1980,1785,Eliseo,2009,2244,459
Corey,1980,131,Corey,2009,594,463
Arthur,1980,304,Arthur,2009,767,463
Lea,1980,819,Lea,2009,1282,463
Adolfo,1980,1399,Adolfo,2009,1863,464
Evangelina,1980,1962,Evangelina,2009,2426,464
Jessie,1980,293,Jessie,2009,758,465
Kera,1980,4133,Kera,2009,4598,465
Kelly,1980,47,Kelly,2009,514,467
Alexandro,1980,2056,Alexandro,2009,2524,468
Darren,1980,340,Darren,2009,809,469
Lidia,1980,1820,Lidia,2009,2291,471
Jaime,1980,157,Jaime,2009,631,474
Lindsey,1980,178,Lindsey,2009,652,474
Courtney,1980,94,Courtney,2009,569,475
Desirae,1980,1361,Desirae,2009,1839,478
Cara,1980,401,Cara,2009,880,479
Ameerah,1980,4102,Ameerah,2009,4581,479
Randy,1980,179,Randy,2009,661,482
Gloria,1980,466,Gloria,2009,950,484
Shakira,1980,2048,Shakira,2009,2536,488
Aundrea,1980,2395,Aundrea,2009,2886,491
Kaleo,1980,4350,Kaleo,2009,4842,492
Jovanna,1980,3656,Jovanna,2009,4149,493
Jimmy,1980,260,Jimmy,2009,754,494
Walter,1980,281,Walter,2009,777,496
Kori,1980,1481,Kori,2009,1978,497
Wiley,1980,3356,Wiley,2009,3853,497
Karlos,1980,5360,Karlos,2009,5862,502
Terrell,1980,690,Terrell,2009,1194,504
Romel,1980,3768,Romel,2009,4273,505
Marlene,1980,853,Marlene,2009,1359,506
Anamaria,1980,3186,Anamaria,2009,3692,506
Stevie,1980,1583,Stevie,2009,2090,507
Tania,1980,796,Tania,2009,1304,508
Brittany,1980,364,Brittany,2009,873,509
Linnea,1980,2324,Linnea,2009,2834,510
Hinda,1980,4158,Hinda,2009,4669,511
Demarcus,1980,1207,Demarcus,2009,1721,514
Brenton,1980,1427,Brenton,2009,1941,514
Martez,1980,3265,Martez,2009,3779,514
Eddie,1980,370,Eddie,2009,888,518
Rosa,1980,406,Rosa,2009,925,519
Royce,1980,1567,Royce,2009,2088,521
Chaz,1980,1765,Chaz,2009,2290,525
Jayna,1980,2637,Jayna,2009,3162,525
Bridget,1980,299,Bridget,2009,826,527
Ramiro,1980,1002,Ramiro,2009,1529,527
Demetrius,1980,622,Demetrius,2009,1152,530
Alfonso,1980,843,Alfonso,2009,1373,530
Ishmael,1980,2701,Ishmael,2009,3231,530
Crystal,1980,49,Crystal,2009,580,531
Shayna,1980,1409,Shayna,2009,1940,531
Tiffany,1980,41,Tiffany,2009,573,532
Joelle,1980,1476,Joelle,2009,2008,532
Larissa,1980,869,Larissa,2009,1403,534
Daria,1980,2401,Daria,2009,2935,534
Bree,1980,1392,Bree,2009,1928,536
Claudia,1980,368,Claudia,2009,906,538
Whitney,1980,409,Whitney,2009,949,540
Angelique,1980,827,Angelique,2009,1369,542
Tony,1980,224,Tony,2009,768,544
Desiree,1980,305,Desiree,2009,849,544
Sylvia,1980,502,Sylvia,2009,1048,546
Rayshawn,1980,3181,Rayshawn,2009,3727,546
Mack,1980,1572,Mack,2009,2122,550
Apollo,1980,4547,Apollo,2009,5097,550
Farah,1980,2350,Farah,2009,2903,553
Erika,1980,173,Erika,2009,727,554
Franklin,1980,530,Franklin,2009,1085,555
Elisa,1980,633,Elisa,2009,1188,555
Phillip,1980,132,Phillip,2009,688,556
Damon,1980,523,Damon,2009,1081,558
Brenda,1980,231,Brenda,2009,794,563
Kirsten,1980,641,Kirsten,2009,1204,563
Luz,1980,845,Luz,2009,1410,565
Dustin,1980,79,Dustin,2009,645,566
Elvin,1980,1922,Elvin,2009,2489,567
Monica,1980,99,Monica,2009,667,568
Maurice,1980,342,Maurice,2009,910,568
Octavio,1980,1475,Octavio,2009,2043,568
Albert,1980,287,Albert,2009,856,569
Keith,1980,103,Keith,2009,673,570
Jay,1980,282,Jay,2009,853,571
Jelani,1980,2616,Jelani,2009,3188,572
Jerry,1980,189,Jerry,2009,763,574
Toby,1980,651,Toby,2009,1225,574
Jamal,1980,706,Jamal,2009,1281,575
Mikel,1980,1932,Mikel,2009,2507,575
Coral,1980,2229,Coral,2009,2804,575
Tzipora,1980,4309,Tzipora,2009,4886,577
Anissa,1980,2038,Anissa,2009,2619,581
Irene,1980,561,Irene,2009,1147,586
Irving,1980,2127,Irving,2009,2713,586
Cynthia,1980,128,Cynthia,2009,715,587
Dennis,1980,164,Dennis,2009,752,588
Anabel,1980,1429,Anabel,2009,2017,588
Ronald,1980,104,Ronald,2009,693,589
Rogelio,1980,884,Rogelio,2009,1473,589
Lance,1980,307,Lance,2009,898,591
Yitzchak,1980,3474,Yitzchak,2009,4065,591
Willian,1980,5787,Willian,2009,6380,593
Frankie,1980,830,Frankie,2009,1425,595
Hernan,1980,3130,Hernan,2009,3725,595
Kasey,1980,563,Kasey,2009,1159,596
Ignacio,1980,1194,Ignacio,2009,1793,599
Rex,1980,1057,Rex,2009,1657,600
Edith,1980,997,Edith,2009,1599,602
Ricky,1980,255,Ricky,2009,858,603
Colette,1980,1502,Colette,2009,2105,603
Rolando,1980,834,Rolando,2009,1439,605
Denis,1980,1894,Denis,2009,2499,605
Natasha,1980,177,Natasha,2009,783,606
Rosemary,1980,709,Rosemary,2009,1316,607
Ben,1980,767,Ben,2009,1374,607
Sonny,1980,1351,Sonny,2009,1958,607
Erica,1980,76,Erica,2009,684,608
Winnie,1980,3072,Winnie,2009,3681,609
Melvin,1980,454,Melvin,2009,1067,613
Holly,1980,114,Holly,2009,728,614
Elvis,1980,1271,Elvis,2009,1887,616
Marlyn,1980,3063,Marlyn,2009,3679,616
Donte,1980,1096,Donte,2009,1715,619
Kenny,1980,717,Kenny,2009,1337,620
Julie,1980,74,Julie,2009,696,622
