Name,Year,Popularity,Name,Year,Popularity,diff
Sabine,1980,4162,Sabine,2009,3155,-1007
Cole,1980,1124,Cole,2009,127,-997
Kasandra,1980,3665,Kasandra,2009,2668,-997
Danna,1980,1767,Danna,2009,772,-995
Ahuva,1980,4813,Ahuva,2009,3818,-995
Avrohom,1980,3634,Avrohom,2009,2640,-994
Maia,1980,2110,Maia,2009,1118,-992
Charley,1980,2579,Charley,2009,1587,-992
Myranda,1980,5424,Myranda,2009,4432,-992
Tzvi,1980,3445,Tzvi,2009,2454,-991
Tyquan,1980,4293,Tyquan,2009,3303,-990
Mac,1980,4969,Mac,2009,3987,-982
Kody,1980,2221,Kody,2009,1241,-980
Alia,1980,2415,Alia,2009,1435,-980
Imran,1980,4219,Imran,2009,3239,-980
Zackery,1980,2464,Zackery,2009,1486,-978
Zane,1980,1424,Zane,2009,447,-977
Rey,1980,2878,Rey,2009,1902,-976
Cale,1980,2380,Cale,2009,1405,-975
Kabir,1980,4720,Kabir,2009,3746,-974
Muhammad,1980,2243,Muhammad,2009,1270,-973
Deja,1980,2763,Deja,2009,1791,-972
Camilo,1980,2875,Camilo,2009,1903,-972
Annabel,1980,2296,Annabel,2009,1327,-969
Gavin,1980,1011,Gavin,2009,47,-964
Sadie,1980,1213,Sadie,2009,250,-963
Cruz,1980,1662,Cruz,2009,699,-963
Patience,1980,2348,Patience,2009,1386,-962
Dontrell,1980,5103,Dontrell,2009,4141,-962
Daniela,1980,1264,Daniela,2009,303,-961
Janessa,1980,2005,Janessa,2009,1045,-960
Reem,1980,4791,Reem,2009,3835,-956
Janeth,1980,4201,Janeth,2009,3250,-951
Nikolas,1980,1879,Nikolas,2009,931,-948
Jasper,1980,1625,Jasper,2009,678,-947
Angelika,1980,5531,Angelika,2009,4584,-947
Uriah,1980,2194,Uriah,2009,1248,-946
Fletcher,1980,3007,Fletcher,2009,2061,-946
Davis,1980,1824,Davis,2009,883,-941
Danica,1980,1673,Danica,2009,733,-940
Chance,1980,1391,Chance,2009,452,-939
Cheyenne,1980,1334,Cheyenne,2009,397,-937
Yakov,1980,3446,Yakov,2009,2509,-937
Allana,1980,5527,Allana,2009,4590,-937
Alonso,1980,2308,Alonso,2009,1372,-936
Mason,1980,978,Mason,2009,49,-929
Kayla,1980,1037,Kayla,2009,110,-927
Isaias,1980,1948,Isaias,2009,1021,-927
Elyssa,1980,3070,Elyssa,2009,2143,-927
Denisse,1980,2888,Denisse,2009,1966,-922
Isaiah,1980,976,Isaiah,2009,59,-917
Malik,1980,1417,Malik,2009,502,-915
Xavier,1980,1017,Xavier,2009,103,-914
Lucille,1980,1975,Lucille,2009,1063,-912
Harris,1980,4171,Harris,2009,3259,-912
Kassandra,1980,1987,Kassandra,2009,1077,-910
Santiago,1980,1141,Santiago,2009,232,-909
Lipa,1980,5288,Lipa,2009,4380,-908
Roselyn,1980,2611,Roselyn,2009,1707,-904
Goldy,1980,4831,Goldy,2009,3930,-901
Owen,1980,970,Owen,2009,71,-899
Weston,1980,1428,Weston,2009,529,-899
Luciano,1980,2284,Luciano,2009,1388,-896
Vianey,1980,3556,Vianey,2009,2660,-896
Brigham,1980,4341,Brigham,2009,3445,-896
Natalia,1980,1128,Natalia,2009,235,-893
Elyse,1980,2098,Elyse,2009,1206,-892
Obed,1980,3914,Obed,2009,3023,-891
Juliet,1980,1521,Juliet,2009,632,-889
Yasmine,1980,2607,Yasmine,2009,1723,-884
Stephon,1980,3463,Stephon,2009,2581,-882
Landon,1980,924,Landon,2009,51,-873
Johann,1980,3208,Johann,2009,2335,-873
Omari,1980,2113,Omari,2009,1247,-866
Aurora,1980,1323,Aurora,2009,458,-865
Aharon,1980,4404,Aharon,2009,3540,-864
Harmony,1980,1386,Harmony,2009,526,-860
Emi,1980,3923,Emi,2009,3063,-860
Silvana,1980,5245,Silvana,2009,4386,-859
Kylie,1980,1016,Kylie,2009,160,-856
Mohammed,1980,2217,Mohammed,2009,1361,-856
Rishi,1980,3131,Rishi,2009,2276,-855
Ayanna,1980,2020,Ayanna,2009,1174,-846
Ariana,1980,1043,Ariana,2009,198,-845
Miles,1980,1138,Miles,2009,295,-843
Nia,1980,1759,Nia,2009,916,-843
Darian,1980,2242,Darian,2009,1399,-843
Stefano,1980,4898,Stefano,2009,4055,-843
Leilani,1980,1366,Leilani,2009,545,-821
Roman,1980,1203,Roman,2009,384,-819
Alexandria,1980,1240,Alexandria,2009,423,-817
Tatiana,1980,1523,Tatiana,2009,706,-817
Liliana,1980,1089,Liliana,2009,274,-815
Abram,1980,1818,Abram,2009,1005,-813
Baron,1980,3577,Baron,2009,2764,-813
Kaycee,1980,3195,Kaycee,2009,2384,-811
Nolan,1980,1027,Nolan,2009,217,-810
Royal,1980,3783,Royal,2009,2978,-805
Cy,1980,4785,Cy,2009,3982,-803
Quinn,1980,1169,Quinn,2009,369,-800
Javon,1980,1826,Javon,2009,1027,-799
Emory,1980,2197,Emory,2009,1402,-795
Rigo,1980,4571,Rigo,2009,3782,-789
Bronson,1980,2834,Bronson,2009,2046,-788
Jade,1980,1071,Jade,2009,285,-786
Asa,1980,1910,Asa,2009,1128,-782
Saira,1980,4258,Saira,2009,3479,-779
Kira,1980,1367,Kira,2009,590,-777
Eleanor,1980,1232,Eleanor,2009,460,-772
Shmuel,1980,3179,Shmuel,2009,2409,-770
Foster,1980,4054,Foster,2009,3287,-767
Mahmoud,1980,5132,Mahmoud,2009,4369,-763
Sana,1980,4079,Sana,2009,3318,-761
Cora,1980,1358,Cora,2009,599,-759
Fatima,1980,1313,Fatima,2009,557,-756
Karly,1980,2455,Karly,2009,1700,-755
Giovanna,1980,2206,Giovanna,2009,1453,-753
Jeramiah,1980,2528,Jeramiah,2009,1775,-753
Emma,1980,759,Emma,2009,8,-751
Oliver,1980,914,Oliver,2009,164,-750
Elaina,1980,1626,Elaina,2009,876,-750
Gerson,1980,3695,Gerson,2009,2949,-746
Ahmed,1980,1968,Ahmed,2009,1226,-742
Tobin,1980,3984,Tobin,2009,3242,-742
Ephraim,1980,3087,Ephraim,2009,2347,-740
Elinor,1980,4297,Elinor,2009,3557,-740
Karoline,1980,4626,Karoline,2009,3887,-739
Maya,1980,897,Maya,2009,159,-738
Breana,1980,3187,Breana,2009,2449,-738
Vladimir,1980,3156,Vladimir,2009,2419,-737
Mariana,1980,1197,Mariana,2009,461,-736
Tanner,1980,1022,Tanner,2009,292,-730
Rhianna,1980,2604,Rhianna,2009,1874,-730
Leyna,1980,5041,Leyna,2009,4313,-728
Gus,1980,3709,Gus,2009,2982,-727
Ezequiel,1980,1931,Ezequiel,2009,1209,-722
Estelle,1980,3323,Estelle,2009,2601,-722
Ameer,1980,3132,Ameer,2009,2413,-719
Logan,1980,740,Logan,2009,22,-718
Breanna,1980,1151,Breanna,2009,435,-716
Mariah,1980,917,Mariah,2009,204,-713
Dani,1980,2717,Dani,2009,2004,-713
Callie,1980,1221,Callie,2009,510,-711
Waverly,1980,5502,Waverly,2009,4793,-709
Collin,1980,948,Collin,2009,240,-708
Leland,1980,1410,Leland,2009,707,-703
Destiny,1980,855,Destiny,2009,154,-701
Anisa,1980,3223,Anisa,2009,2522,-701
Taliah,1980,3592,Taliah,2009,2891,-701
Duncan,1980,2275,Duncan,2009,1575,-700
Iman,1980,3239,Iman,2009,2545,-694
Rony,1980,4892,Rony,2009,4198,-694
Donavon,1980,4555,Donavon,2009,3869,-686
Rocco,1980,1480,Rocco,2009,795,-685
Yuri,1980,4043,Yuri,2009,3360,-683
Mattie,1980,2244,Mattie,2009,1564,-680
Gavriel,1980,4410,Gavriel,2009,3731,-679
Keyon,1980,2731,Keyon,2009,2055,-676
Lillian,1980,772,Lillian,2009,97,-675
Kaitlin,1980,1741,Kaitlin,2009,1066,-675
Yasmin,1980,1591,Yasmin,2009,918,-673
Carmella,1980,3456,Carmella,2009,2783,-673
Jaren,1980,3843,Jaren,2009,3170,-673
Enoch,1980,3249,Enoch,2009,2577,-672
Lucius,1980,4056,Lucius,2009,3385,-671
Astrid,1980,2871,Astrid,2009,2204,-667
Jaqueline,1980,1944,Jaqueline,2009,1278,-666
Clare,1980,1959,Clare,2009,1294,-665
Sophia,1980,677,Sophia,2009,13,-664
Emilio,1980,1290,Emilio,2009,627,-663
Jonah,1980,932,Jonah,2009,270,-662
Belen,1980,2246,Belen,2009,1585,-661
Keren,1980,3334,Keren,2009,2673,-661
Asia,1980,1559,Asia,2009,899,-660
Rian,1980,3138,Rian,2009,2478,-660
Julisa,1980,3664,Julisa,2009,3004,-660
Antonella,1980,3152,Antonella,2009,2493,-659
Reid,1980,1356,Reid,2009,698,-658
Ashly,1980,2368,Ashly,2009,1711,-657
Anastasia,1980,1297,Anastasia,2009,641,-656
Elsie,1980,1914,Elsie,2009,1261,-653
Lucien,1980,3353,Lucien,2009,2700,-653
Avi,1980,3308,Avi,2009,2656,-652
Marcello,1980,2996,Marcello,2009,2345,-651
Eliza,1980,1205,Eliza,2009,558,-647
Yisrael,1980,5316,Yisrael,2009,4670,-646
Leonardo,1980,947,Leonardo,2009,302,-645
Travon,1980,3079,Travon,2009,2434,-645
Elias,1980,930,Elias,2009,289,-641
Mordechai,1980,2751,Mordechai,2009,2117,-634
Benson,1980,2824,Benson,2009,2192,-632
Lucy,1980,860,Lucy,2009,230,-630
Mikael,1980,3767,Mikael,2009,3139,-628
Katya,1980,4629,Katya,2009,4001,-628
Ethan,1980,630,Ethan,2009,3,-627
Major,1980,2886,Major,2009,2262,-624
Max,1980,800,Max,2009,180,-620
Emmanuel,1980,887,Emmanuel,2009,267,-620
Dovid,1980,3636,Dovid,2009,3016,-620
Josue,1980,971,Josue,2009,353,-618
Yisroel,1980,2666,Yisroel,2009,2052,-614
Rodrigo,1980,1380,Rodrigo,2009,769,-611
Elliot,1980,1157,Elliot,2009,547,-610
Devan,1980,2214,Devan,2009,1606,-608
Colby,1980,1171,Colby,2009,564,-607
Wynter,1980,2868,Wynter,2009,2261,-607
Ani,1980,3921,Ani,2009,3315,-606
Cal,1980,4335,Cal,2009,3730,-605
Mia,1980,644,Mia,2009,41,-603
Eli,1980,746,Eli,2009,143,-603
Adan,1980,1188,Adan,2009,585,-603
Mendel,1980,3823,Mendel,2009,3223,-600
Reed,1980,1459,Reed,2009,864,-595
Sanjay,1980,3971,Sanjay,2009,3376,-595
Kyla,1980,1131,Kyla,2009,539,-592
Mervin,1980,4888,Mervin,2009,4297,-591
Mohammad,1980,1862,Mohammad,2009,1272,-590
Claire,1980,732,Claire,2009,147,-585
Paige,1980,805,Paige,2009,220,-585
Aryeh,1980,3596,Aryeh,2009,3011,-585
Elise,1980,1030,Elise,2009,446,-584
Moshe,1980,1797,Moshe,2009,1213,-584
Ariel,1980,938,Ariel,2009,355,-583
Josie,1980,1193,Josie,2009,610,-583
Mauricio,1980,1377,Mauricio,2009,799,-578
Aubrey,1980,694,Aubrey,2009,117,-577
Cyrus,1980,1664,Cyrus,2009,1087,-577
Baila,1980,3279,Baila,2009,2704,-575
Desire,1980,3101,Desire,2009,2528,-573
Melina,1980,1458,Melina,2009,887,-571
Kiley,1980,1278,Kiley,2009,708,-570
Ada,1980,1631,Ada,2009,1064,-567
Donovan,1980,968,Donovan,2009,403,-565
Kiana,1980,1592,Kiana,2009,1029,-563
Libby,1980,1981,Libby,2009,1419,-562
Juancarlos,1980,3404,Juancarlos,2009,2842,-562
Elijah,1980,590,Elijah,2009,30,-560
Harley,1980,1117,Harley,2009,559,-558
Nathen,1980,2702,Nathen,2009,2146,-556
Brady,1980,745,Brady,2009,192,-553
Ari,1980,1549,Ari,2009,998,-551
Alexandre,1980,3530,Alexandre,2009,2980,-550
Dominick,1980,1028,Dominick,2009,479,-549
Sol,1980,3994,Sol,2009,3446,-548
Julieta,1980,2602,Julieta,2009,2057,-545
Isabel,1980,788,Isabel,2009,247,-541
Samira,1980,2447,Samira,2009,1906,-541
Trenton,1980,927,Trenton,2009,387,-540
Davin,1980,1869,Davin,2009,1329,-540
Brianna,1980,628,Brianna,2009,89,-539
Kamran,1980,5746,Kamran,2009,5207,-539
Kelsey,1980,985,Kelsey,2009,449,-536
Jewel,1980,2255,Jewel,2009,1720,-535
Elimelech,1980,5273,Elimelech,2009,4740,-533
Xiomara,1980,2125,Xiomara,2009,1594,-531
Amaury,1980,4167,Amaury,2009,3636,-531
Vivian,1980,891,Vivian,2009,361,-530
Grace,1980,595,Grace,2009,69,-526
Samir,1980,2128,Samir,2009,1602,-526
Tevita,1980,5499,Tevita,2009,4976,-523
Dylan,1980,560,Dylan,2009,38,-522
Shlomo,1980,2752,Shlomo,2009,2230,-522
Taylor,1980,583,Taylor,2009,63,-520
Gabrielle,1980,736,Gabrielle,2009,219,-517
Marianna,1980,2033,Marianna,2009,1521,-512
Ahron,1980,5261,Ahron,2009,4749,-512
Liana,1980,1608,Liana,2009,1097,-511
Tessa,1980,944,Tessa,2009,438,-506
Julian,1980,593,Julian,2009,88,-505
Dania,1980,2342,Dania,2009,1838,-504
Kendall,1980,766,Kendall,2009,263,-503
Issac,1980,1372,Issac,2009,870,-502
Clara,1980,920,Clara,2009,419,-501
Faigy,1980,3301,Faigy,2009,2800,-501
Haley,1980,775,Haley,2009,276,-499
Brandyn,1980,4550,Brandyn,2009,4051,-499
Ali,1980,1126,Ali,2009,628,-498
Noah,1980,508,Noah,2009,12,-496
Berenice,1980,2391,Berenice,2009,1898,-493
Joaquin,1980,1088,Joaquin,2009,597,-491
Ivy,1980,1120,Ivy,2009,633,-487
Hayley,1980,1288,Hayley,2009,801,-487
Gisel,1980,4004,Gisel,2009,3517,-487
Jake,1980,711,Jake,2009,225,-486
Ty,1980,907,Ty,2009,421,-486
Zev,1980,3300,Zev,2009,2816,-484
Ryann,1980,1957,Ryann,2009,1477,-480
Darwin,1980,2059,Darwin,2009,1579,-480
Lili,1980,4636,Lili,2009,4157,-479
Damian,1980,703,Damian,2009,226,-477
Ayana,1980,1900,Ayana,2009,1426,-474
Acacia,1980,4487,Acacia,2009,4013,-474
Keven,1980,3002,Keven,2009,2529,-473
Chaya,1980,1777,Chaya,2009,1305,-472
Amal,1980,4583,Amal,2009,4112,-471
Bryce,1980,661,Bryce,2009,191,-470
Jonny,1980,4716,Jonny,2009,4251,-465
Darrien,1980,4750,Darrien,2009,4286,-464
Kekoa,1980,4283,Kekoa,2009,3821,-462
Williams,1980,5314,Williams,2009,4852,-462
Janai,1980,4505,Janai,2009,4044,-461
Catalina,1980,1589,Catalina,2009,1130,-459
Meir,1980,3472,Meir,2009,3015,-457
Selene,1980,2598,Selene,2009,2142,-456
Aileen,1980,1337,Aileen,2009,884,-453
Caleb,1980,493,Caleb,2009,44,-449
Tianna,1980,1973,Tianna,2009,1525,-448
Shamar,1980,2799,Shamar,2009,2352,-447
Lucia,1980,1051,Lucia,2009,609,-442
Michaela,1980,1172,Michaela,2009,730,-442
Emanuel,1980,963,Emanuel,2009,523,-440
Austen,1980,3349,Austen,2009,2909,-440
Olivia,1980,450,Olivia,2009,11,-439
Muhammed,1980,4890,Muhammed,2009,4452,-438
Amelia,1980,585,Amelia,2009,150,-435
Leonel,1980,1432,Leonel,2009,999,-433
Leo,1980,822,Leo,2009,392,-430
Evelyn,1980,544,Evelyn,2009,116,-428
Jocelyn,1980,601,Jocelyn,2009,173,-428
Daisy,1980,765,Daisy,2009,340,-425
Viviana,1980,1258,Viviana,2009,833,-425
Raleigh,1980,3866,Raleigh,2009,3441,-425
Alena,1980,1736,Alena,2009,1313,-423
Irvin,1980,2129,Irvin,2009,1709,-420
Ruby,1980,663,Ruby,2009,244,-419
Lisbeth,1980,3384,Lisbeth,2009,2970,-414
Markus,1980,1764,Markus,2009,1352,-412
Milagros,1980,1843,Milagros,2009,1432,-411
Chaim,1980,2029,Chaim,2009,1620,-409
Samia,1980,3743,Samia,2009,3335,-408
Mckay,1980,4342,Mckay,2009,3935,-407
Quintin,1980,1943,Quintin,2009,1538,-405
Jasmin,1980,972,Jasmin,2009,570,-402
Bruno,1980,2241,Bruno,2009,1840,-401
Katia,1980,2961,Katia,2009,2564,-397
Iliana,1980,1757,Iliana,2009,1362,-395
Carmelo,1980,2152,Carmelo,2009,1757,-395
Vikram,1980,5785,Vikram,2009,5392,-393
Fabian,1980,952,Fabian,2009,565,-387
Micaela,1980,2343,Micaela,2009,1956,-387
Charlotte,1980,552,Charlotte,2009,168,-384
Gabriela,1980,695,Gabriela,2009,312,-383
Barrett,1980,1552,Barrett,2009,1170,-382
Faith,1980,567,Faith,2009,189,-378
Junior,1980,1906,Junior,2009,1528,-378
Angelina,1980,578,Angelina,2009,201,-377
Shelby,1980,739,Shelby,2009,362,-377
Alexandra,1980,545,Alexandra,2009,170,-375
Alaina,1980,890,Alaina,2009,515,-375
Perla,1980,1397,Perla,2009,1022,-375
Marko,1980,3703,Marko,2009,3329,-374
Josephine,1980,795,Josephine,2009,425,-370
Preston,1980,582,Preston,2009,215,-367
Briana,1980,704,Briana,2009,337,-367
Dominic,1980,487,Dominic,2009,124,-363
Blake,1980,497,Blake,2009,136,-361
Syed,1980,3042,Syed,2009,2681,-361
Solomon,1980,1327,Solomon,2009,968,-359
Serene,1980,4259,Serene,2009,3900,-359
Elliott,1980,1001,Elliott,2009,643,-358
Mercy,1980,2680,Mercy,2009,2322,-358
Alen,1980,5693,Alen,2009,5337,-356
Tyrell,1980,2083,Tyrell,2009,1731,-352
Abner,1980,2882,Abner,2009,2532,-350
Graham,1980,861,Graham,2009,512,-349
Mustafa,1980,2532,Mustafa,2009,2183,-349
Rhett,1980,1745,Rhett,2009,1397,-348
Nino,1980,5759,Nino,2009,5411,-348
Alyssa,1980,424,Alyssa,2009,77,-347
Josemaria,1980,5744,Josemaria,2009,5397,-347
Talia,1980,1062,Talia,2009,717,-345
Rayna,1980,1972,Rayna,2009,1627,-345
Johnmichael,1980,4994,Johnmichael,2009,4649,-345
Cameron,1980,411,Cameron,2009,68,-343
Maggie,1980,821,Maggie,2009,478,-343
Austin,1980,431,Austin,2009,91,-340
Aldo,1980,1522,Aldo,2009,1183,-339
Kristian,1980,1370,Kristian,2009,1034,-336
Georgia,1980,999,Georgia,2009,665,-334
Deonte,1980,3418,Deonte,2009,3085,-333
Levi,1980,470,Levi,2009,139,-331
Simon,1980,838,Simon,2009,507,-331
Dante,1980,911,Dante,2009,581,-330
Eva,1980,551,Eva,2009,223,-328
Rivka,1980,2132,Rivka,2009,1806,-326
Hannah,1980,410,Hannah,2009,85,-325
Alanna,1980,1224,Alanna,2009,903,-321
Valentin,1980,1860,Valentin,2009,1540,-320
Franco,1980,1966,Franco,2009,1650,-316
Everett,1980,964,Everett,2009,650,-314
Nora,1980,730,Nora,2009,417,-313
Aren,1980,5699,Aren,2009,5386,-313
Abigail,1980,337,Abigail,2009,25,-312
Yaakov,1980,2739,Yaakov,2009,2430,-309
Bracha,1980,3813,Bracha,2009,3504,-309
Andres,1980,625,Andres,2009,318,-307
Jefferson,1980,1550,Jefferson,2009,1243,-307
Alexis,1980,338,Alexis,2009,36,-302
Chelsey,1980,2237,Chelsey,2009,1936,-301
Priya,1980,2842,Priya,2009,2541,-301
Francesca,1980,1208,Francesca,2009,909,-299
Alana,1980,675,Alana,2009,377,-298
Helena,1980,1336,Helena,2009,1043,-293
Lela,1980,2841,Lela,2009,2548,-293
Roshan,1980,4893,Roshan,2009,4600,-293
Eve,1980,1375,Eve,2009,1083,-292
Donavan,1980,2538,Donavan,2009,2249,-289
Shae,1980,3600,Shae,2009,3312,-288
Jamison,1980,1408,Jamison,2009,1121,-287
Yitzchok,1980,2753,Yitzchok,2009,2466,-287
Davon,1980,1905,Davon,2009,1619,-286
Soraya,1980,2679,Soraya,2009,2395,-284
Jasmine,1980,425,Jasmine,2009,144,-281
Evan,1980,329,Evan,2009,50,-279
Dane,1980,1034,Dane,2009,756,-278
Lydia,1980,539,Lydia,2009,262,-277
Audrey,1980,416,Audrey,2009,140,-276
Chelsea,1980,756,Chelsea,2009,480,-276
Vanesa,1980,2629,Vanesa,2009,2354,-275
Adrina,1980,4577,Adrina,2009,4305,-272
Jack,1980,331,Jack,2009,60,-271
Ivan,1980,520,Ivan,2009,249,-271
Anya,1980,989,Anya,2009,718,-271
Ismail,1980,3447,Ismail,2009,3178,-269
Kristiana,1980,4509,Kristiana,2009,4241,-268
Conor,1980,1381,Conor,2009,1114,-267
Chava,1980,3280,Chava,2009,3014,-266
Sheridan,1980,4455,Sheridan,2009,4189,-266
Moises,1980,1063,Moises,2009,798,-265
Nicolas,1980,554,Nicolas,2009,290,-264
Abraham,1980,592,Abraham,2009,332,-260
Israel,1980,656,Israel,2009,396,-260
Charlie,1980,666,Charlie,2009,409,-257
Micah,1980,439,Micah,2009,184,-255
Brenna,1980,1103,Brenna,2009,850,-253
Rami,1980,4060,Rami,2009,3808,-252
Isaac,1980,306,Isaac,2009,56,-250
Elena,1980,668,Elena,2009,418,-250
Eduardo,1980,476,Eduardo,2009,227,-249
Olivier,1980,4059,Olivier,2009,3810,-249
Arwen,1980,4489,Arwen,2009,4242,-247
Ahmad,1980,1229,Ahmad,2009,984,-245
Nadia,1980,750,Nadia,2009,506,-244
Brendon,1980,1413,Brendon,2009,1171,-242
Alejandra,1980,797,Alejandra,2009,556,-241
Jordan,1980,288,Jordan,2009,48,-240
Karmen,1980,2304,Karmen,2009,2065,-239
Jonas,1980,996,Jonas,2009,759,-237
Raizy,1980,3175,Raizy,2009,2938,-237
Eleni,1980,2928,Eleni,2009,2692,-236
Jeremias,1980,3001,Jeremias,2009,2768,-233
Samson,1980,2151,Samson,2009,1919,-232
Adele,1980,2250,Adele,2009,2018,-232
Fredy,1980,3026,Fredy,2009,2794,-232
Jules,1980,3802,Jules,2009,3571,-231
Melani,1980,2895,Melani,2009,2667,-228
Daphne,1980,1129,Daphne,2009,904,-225
Raphael,1980,1539,Raphael,2009,1315,-224
Colin,1980,422,Colin,2009,199,-223
Malka,1980,2339,Malka,2009,2119,-220
Lizeth,1980,1923,Lizeth,2009,1704,-219
Jaron,1980,2313,Jaron,2009,2094,-219
Danya,1980,3662,Danya,2009,3443,-219
Benton,1980,4088,Benton,2009,3872,-216
Allyson,1980,726,Allyson,2009,513,-213
Selena,1980,852,Selena,2009,639,-213
Spencer,1980,619,Spencer,2009,407,-212
Dorian,1980,1285,Dorian,2009,1074,-211
Genevieve,1980,783,Genevieve,2009,576,-207
Saul,1980,931,Saul,2009,724,-207
Marlen,1980,2547,Marlen,2009,2341,-206
Marcelo,1980,2046,Marcelo,2009,1842,-204
Krisha,1980,5363,Krisha,2009,5159,-204
Christian,1980,234,Christian,2009,31,-203
Cecelia,1980,1570,Cecelia,2009,1367,-203
Adia,1980,4913,Adia,2009,4711,-202
Prince,1980,1672,Prince,2009,1471,-201
Alex,1980,326,Alex,2009,126,-200
Tyler,1980,232,Tyler,2009,39,-193
Cesar,1980,564,Cesar,2009,372,-192
Bianca,1980,678,Bianca,2009,487,-191
Jenna,1980,465,Jenna,2009,275,-190
Athena,1980,1021,Athena,2009,831,-190
Adelina,1980,2293,Adelina,2009,2103,-190
Morgan,1980,317,Morgan,2009,132,-185
Caroline,1980,386,Caroline,2009,202,-184
Simone,1980,1321,Simone,2009,1137,-184
Dalila,1980,2319,Dalila,2009,2136,-183
Hank,1980,2619,Hank,2009,2437,-182
Nivea,1980,5002,Nivea,2009,4820,-182
Devin,1980,390,Devin,2009,210,-180
Grant,1980,448,Grant,2009,269,-179
Alexander,1980,184,Alexander,2009,6,-178
Adriana,1980,459,Adriana,2009,281,-178
Rhea,1980,2121,Rhea,2009,1944,-177
Cordell,1980,2410,Cordell,2009,2234,-176
Braulio,1980,2995,Braulio,2009,2821,-174
Raina,1980,1727,Raina,2009,1557,-170
Iva,1980,5079,Iva,2009,4909,-170
Ismael,1980,892,Ismael,2009,723,-169
Esteban,1980,957,Esteban,2009,788,-169
Marbella,1980,4642,Marbella,2009,4474,-168
Alejandro,1980,385,Alejandro,2009,218,-167
Henry,1980,273,Henry,2009,108,-165
Jabari,1980,2012,Jabari,2009,1847,-165
Sidney,1980,967,Sidney,2009,804,-163
Kourtney,1980,1710,Kourtney,2009,1548,-162
Britany,1980,3479,Britany,2009,3317,-162
Angel,1980,201,Angel,2009,40,-161
Sima,1980,4114,Sima,2009,3953,-161
Syeda,1980,5049,Syeda,2009,4888,-161
Naomi,1980,403,Naomi,2009,243,-160
Christiana,1980,2054,Christiana,2009,1895,-159
Dalia,1980,1856,Dalia,2009,1698,-158
Kimberlyn,1980,4631,Kimberlyn,2009,4473,-158
Esmeralda,1980,755,Esmeralda,2009,600,-155
Erick,1980,506,Erick,2009,352,-154
Iris,1980,779,Iris,2009,625,-154
Gustavo,1980,901,Gustavo,2009,749,-152
Greta,1980,1431,Greta,2009,1279,-152
Cristal,1980,1729,Cristal,2009,1577,-152
Edgar,1980,525,Edgar,2009,376,-149
Autumn,1980,343,Autumn,2009,196,-147
Carly,1980,599,Carly,2009,453,-146
Gabriel,1980,174,Gabriel,2009,29,-145
Adrian,1980,227,Adrian,2009,83,-144
Coby,1980,2430,Coby,2009,2286,-144
Sameer,1980,3769,Sameer,2009,3625,-144
Lucas,1980,197,Lucas,2009,55,-142
Abel,1980,815,Abel,2009,675,-140
Domonic,1980,4706,Domonic,2009,4566,-140
Oscar,1980,371,Oscar,2009,234,-137
Stephany,1980,1892,Stephany,2009,1756,-136
Idris,1980,3467,Idris,2009,3332,-135
Venice,1980,5053,Venice,2009,4920,-133
Luke,1980,196,Luke,2009,65,-131
Elan,1980,3976,Elan,2009,3845,-131
Rosy,1980,5646,Rosy,2009,5515,-131
Drew,1980,624,Drew,2009,495,-129
Marcos,1980,679,Marcos,2009,551,-128
Cecilia,1980,667,Cecilia,2009,540,-127
Tobias,1980,1204,Tobias,2009,1078,-126
Sasha,1980,660,Sasha,2009,535,-125
Caitlin,1980,669,Caitlin,2009,546,-123
Deandre,1980,1125,Deandre,2009,1002,-123
Leia,1980,1650,Leia,2009,1527,-123
Katerina,1980,2816,Katerina,2009,2693,-123
Chelsie,1980,2780,Chelsie,2009,2658,-122
Hugo,1980,958,Hugo,2009,841,-117
Vincenzo,1980,2115,Vincenzo,2009,1998,-117
Tiara,1980,1902,Tiara,2009,1787,-115
Aline,1980,4582,Aline,2009,4468,-114
Hope,1980,587,Hope,2009,474,-113
Julius,1980,752,Julius,2009,640,-112
Addie,1980,2072,Addie,2009,1960,-112
Charisma,1980,4075,Charisma,2009,3963,-112
Reyna,1980,1421,Reyna,2009,1310,-111
Danae,1980,2710,Danae,2009,2599,-111
Victoria,1980,209,Victoria,2009,101,-108
Rosalie,1980,1620,Rosalie,2009,1512,-108
Jesus,1980,225,Jesus,2009,122,-103
Ian,1980,211,Ian,2009,111,-100
Darius,1980,776,Darius,2009,677,-99
Safiya,1980,4112,Safiya,2009,4014,-98
Miguel,1980,267,Miguel,2009,171,-96
Trent,1980,701,Trent,2009,606,-95
Shayla,1980,857,Shayla,2009,762,-95
Angelo,1980,681,Angelo,2009,587,-94
Carolina,1980,844,Carolina,2009,751,-93
Janae,1980,1445,Janae,2009,1354,-91
Ashely,1980,4924,Ashely,2009,4834,-90
India,1980,1594,India,2009,1506,-88
Kenia,1980,2345,Kenia,2009,2257,-88
Shelbie,1980,4540,Shelbie,2009,4453,-87
Kalvin,1980,2951,Kalvin,2009,2870,-81
Alice,1980,614,Alice,2009,534,-80
Pablo,1980,782,Pablo,2009,702,-80
Osvaldo,1980,1542,Osvaldo,2009,1462,-80
Yara,1980,2266,Yara,2009,2186,-80
Hyrum,1980,3008,Hyrum,2009,2928,-80
Andy,1980,498,Andy,2009,420,-78
Bilal,1980,2530,Bilal,2009,2452,-78
Sarina,1980,2230,Sarina,2009,2153,-77
